FPS, FrameIndex, NumFramePresents, NumMisPresented, NumDroppedFrames, ReprojectionMotion, PredictedFrames, ThrottledFrames, SystemTimeInMs, PreSubmitGpuMs, PostSubmitGpuMs, TotalRenderGpuMs, CompositorRenderGpuMs, CompositorRenderCpuMs, CompositorIdleCpuMs, ClientFrameIntervalMs, WaitGetPosesCalledMs, NewPosesReadyMs, NewFrameReadyMs, CompositorUpdateStartMs, CompositorUpdateEndMs, CompositorRenderStartMs
72, 5561, 1, 0, 0, 1, 1, 0, 81435.1, 0, 0, 0.75456, 0.55456, 0.5544, 12.9964, 0, 0, -10.7554, 0, -10.7519, -10.7437, -10.6736
72, 5562, 1, 0, 0, 1, 1, 0, 81449, 0, 0, 0.743552, 0.543552, 0.466, 13.2749, 0, 0, -10.9215, 0, -10.9182, -10.9128, -10.8321
72, 5563, 1, 0, 0, 1, 1, 0, 81463, 0, 0, 0.740768, 0.540768, 0.4912, 13.2875, 0, 0, -10.9165, 0, -10.914, -10.9095, -10.8363
72, 5564, 1, 0, 0, 1, 1, 0, 81476.9, 0, 0, 0.738784, 0.538784, 0.5384, 13.076, 0, 0, -10.8277, 0, -10.8248, -10.8195, -10.7441
72, 5565, 1, 0, 0, 1, 1, 0, 81490.8, 0, 0, 0.73888, 0.53888, 0.4242, 13.2918, 0, 0, -10.915, 0, -10.9128, -10.908, -10.8443
72, 5566, 1, 0, 0, 1, 1, 0, 81504.7, 0, 0, 0.73808, 0.53808, 0.4537, 13.2963, 0, 0, -10.9432, 0, -10.9408, -10.9361, -10.8736
72, 5567, 1, 0, 0, 1, 1, 0, 81518.7, 0, 0, 0.73968, 0.53968, 0.376, 13.3859, 0, 0, -10.9294, 0, -10.9271, -10.9223, -10.8638
72, 5568, 1, 0, 0, 1, 1, 0, 81532.6, 0, 0, 0.751712, 0.551712, 0.5101, 12.9574, 0, 0, -10.8327, 0, -10.8269, -10.8184, -10.7205
72, 5569, 1, 0, 0, 1, 1, 0, 81546.5, 0, 0, 0.757056, 0.557056, 0.6172, 12.9655, 0, 0, -10.8024, 0, -10.7995, -10.7921, -10.6944
72, 5570, 1, 0, 0, 1, 1, 0, 81560.4, 0, 0, 0.756032, 0.556032, 0.3814, 13.182, 0, 0, -10.8493, 0, -10.8467, -10.8391, -10.7646
72, 5571, 1, 0, 0, 1, 1, 0, 81574.3, 0, 0, 0.746304, 0.546304, 0.5924, 13.1177, 0, 0, -10.86, 0, -10.8573, -10.8529, -10.7955
72, 5572, 1, 0, 0, 1, 1, 0, 81588.3, 0, 0, 0.745536, 0.545536, 0.7172, 12.9414, 0, 0, -10.9481, 0, -10.942, -10.9329, -10.8319
72, 5573, 1, 0, 0, 1, 1, 0, 81602.2, 0, 0, 0.746624, 0.546624, 0.4559, 14.793, 0, 0, -10.9344, 0, -10.9313, -10.9246, -10.8401
72, 5574, 1, 0, 0, 1, 1, 0, 81616.1, 0, 0, 0.742144, 0.542144, 0.5782, 12.9287, 0, 0, -9.39931, 0, -9.39631, -9.39081, -9.32131
72, 5575, 1, 0, 0, 1, 1, 0, 81630, 0, 0, 0.738432, 0.538432, 0.5386, 12.9342, 0, 0, -9.61171, 0, -9.60871, -9.60221, -9.53221
72, 5576, 1, 0, 0, 1, 1, 0, 81644, 0, 0, 0.736992, 0.536992, 0.4371, 13.0013, 0, 0, -9.82361, 0, -9.82101, -9.81611, -9.74091
72, 5577, 1, 0, 0, 1, 1, 0, 81657.9, 0, 0, 0.737856, 0.537856, 0.6269, 12.7965, 0, 0, -10.0433, 0, -10.0395, -10.0343, -9.96121
72, 5578, 1, 0, 0, 1, 1, 0, 81671.8, 0, 0, 0.736672, 0.536672, 0.5453, 12.912, 0, 0, -10.3002, 0, -10.2963, -10.2896, -10.205
72, 5579, 1, 0, 0, 1, 1, 0, 81685.7, 0, 0, 0.736032, 0.536032, 0.5228, 13.0708, 0, 0, -10.564, 0, -10.5612, -10.5557, -10.4766
72, 5580, 1, 0, 0, 1, 1, 0, 81699.7, 0, 0, 0.762816, 0.562816, 0.6316, 12.7744, 0, 0, -10.5912, 0, -10.5879, -10.5822, -10.4978
72, 5581, 1, 0, 0, 1, 1, 0, 81713.6, 0, 0, 0.755296, 0.555296, 0.5541, 13.0862, 0, 0, -10.9557, 0, -10.9533, -10.9487, -10.8834
72, 5582, 1, 0, 0, 1, 1, 0, 81727.5, 0, 0, 0.74336, 0.54336, 0.5918, 13.0848, 0, 0, -10.9757, 0, -10.972, -10.9651, -10.8972
72, 5583, 1, 0, 0, 1, 1, 0, 81741.4, 0, 0, 0.737888, 0.537888, 0.504, 13.085, 0, 0, -11.0292, 0, -11.0257, -11.0201, -10.9517
72, 5584, 1, 0, 0, 1, 1, 0, 81755.4, 0, 0, 0.738144, 0.538144, 0.4859, 13.0203, 0, 0, -11.152, 0, -11.1494, -11.1443, -11.061
72, 5585, 1, 0, 0, 1, 1, 0, 81769.3, 0, 0, 0.737376, 0.537376, 0.5391, 13.1154, 0, 0, -11.2992, 0, -11.2964, -11.2915, -11.2266
72, 5586, 1, 0, 0, 1, 1, 0, 81783.2, 0, 0, 0.73888, 0.53888, 0.4702, 13.2766, 0, 0, -11.3543, 0, -11.3496, -11.3427, -11.2784
72, 5587, 1, 0, 0, 1, 1, 0, 81797.1, 0, 0, 0.736352, 0.536352, 0.5767, 13.1982, 0, 0, -11.2739, 0, -11.2713, -11.2665, -11.198
72, 5588, 1, 0, 0, 1, 1, 0, 81811, 0, 0, 0.746656, 0.546656, 0.9176, 14.0586, 0, 0, -11.1505, 0, -11.1468, -11.1404, -11.0421
73, 5589, 2, 1, 0, 1, 2, 1, 81811.1, 0, 0, 0.7424, 0.5424, 0.6067, 13.9319, 0, 0, 4.23758, 0, 4.24048, 4.24608, 4.32588
72, 5590, 1, 0, 0, 1, 2, 0, 81838.9, 0, 0, 0.75952, 0.55952, 0.4527, 12.7231, 0, 0, -8.76991, 0, -8.76731, -8.76221, -8.69941
72, 5591, 1, 0, 0, 1, 2, 0, 81852.8, 0, 0, 0.742624, 0.542624, 0.4714, 12.8053, 0, 0, -9.27951, 0, -9.27711, -9.27201, -9.20731
71, 5592, 1, 0, 0, 1, 1, 0, 81880.6, 0, 0, 0.743968, 0.543968, 0.6541, 26.2225, 0, 0, -23.6097, 0, -23.607, -23.6008, -23.4809
72, 5593, 2, 1, 0, 1, 2, 1, 81880.7, 0, 0, 0.758144, 0.558144, 0.6085, 13.2958, 0, 0, 3.49488, 0, 3.49808, 3.50488, 3.60338
71, 5594, 1, 0, 0, 1, 2, 0, 81908.5, 0, 0, 0.743104, 0.543104, 0.4724, 12.8283, 0, 0, -10.1921, 0, -10.1898, -10.1853, -10.1269
71, 5595, 1, 0, 0, 1, 2, 0, 81922.4, 0, 0, 0.75792, 0.55792, 0.4769, 12.5414, 0, 0, -10.6019, 0, -10.5991, -10.5937, -10.5263
71, 5596, 1, 0, 0, 1, 2, 0, 81936.4, 0, 0, 0.743488, 0.543488, 0.568, 12.5143, 0, 0, -11.2906, 0, -11.2877, -11.2818, -11.2113
71, 5597, 1, 0, 0, 1, 2, 0, 81950.3, 0, 0, 0.738816, 0.538816, 0.5369, 12.746, 0, 0, -11.8141, 0, -11.8097, -11.8025, -11.7326
71, 5598, 1, 0, 0, 1, 2, 0, 81964.2, 0, 0, 0.738496, 0.538496, 0.5498, 12.7744, 0, 0, -12.334, 0, -12.3308, -12.3254, -12.2558
71, 5599, 1, 0, 0, 1, 2, 0, 81978.1, 0, 0, 0.737472, 0.537472, 0.5643, 12.7624, 0, 0, -12.7309, 0, -12.7278, -12.7219, -12.6375
71, 5600, 1, 0, 0, 1, 2, 0, 81992, 0, 0, 0.736832, 0.536832, 0.4542, 12.9146, 0, 0, -13.1124, 0, -13.1097, -13.1046, -13.0412
72, 5601, 1, 0, 0, 1, 2, 0, 81992.1, 0, 0, 0.73904, 0.53904, 0.3762, 13.0561, 0, 0, 0.410489, 0, 0.412789, 0.417289, 0.478189
72, 5602, 1, 0, 0, 1, 2, 0, 82006, 0, 0, 0.738048, 0.538048, 0.4147, 13.0797, 0, 0, 0.101889, 0, 0.104089, 0.108789, 0.167989
72, 5603, 1, 0, 0, 1, 2, 0, 82019.9, 0, 0, 0.74496, 0.54496, 0.5175, 13.1825, 0, 0, -0.111611, 0, -0.108611, -0.103611, -0.004411
72, 5604, 1, 0, 0, 1, 2, 0, 82033.9, 0, 0, 0.752192, 0.552192, 0.436, 13.3635, 0, 0, -0.059311, 0, -0.056811, -0.052311, 0.031989
72, 5605, 1, 0, 0, 1, 2, 0, 82047.8, 0, 0, 0.757248, 0.557248, 0.5208, 13.1818, 0, 0, 0.142989, 0, 0.145889, 0.150889, 0.239289
72, 5606, 1, 0, 0, 1, 2, 0, 82061.7, 0, 0, 0.760864, 0.560864, 0.5571, 12.9795, 0, 0, 0.141489, 0, 0.144489, 0.149589, 0.216289
72, 5607, 1, 0, 0, 1, 2, 0, 82075.6, 0, 0, 0.743744, 0.543744, 0.5952, 13.069, 0, 0, 0.034189, 0, 0.037789, 0.044189, 0.130489
72, 5608, 1, 0, 0, 1, 2, 0, 82089.5, 0, 0, 0.740768, 0.540768, 0.4723, 13.2249, 0, 0, -0.034711, 0, -0.031811, -0.026211, 0.042289
72, 5609, 1, 0, 0, 1, 2, 0, 82103.5, 0, 0, 0.741184, 0.541184, 0.415, 13.3447, 0, 0, -0.088211, 0, -0.085811, -0.081011, -0.00451101
72, 5610, 1, 0, 0, 1, 2, 0, 82117.4, 0, 0, 0.737312, 0.537312, 0.3725, 13.4361, 0, 0, -0.057511, 0, -0.055111, -0.050611, 0.00838899
72, 5611, 1, 0, 0, 1, 2, 0, 82131.3, 0, 0, 0.738784, 0.538784, 0.4519, 13.3492, 0, 0, 0.042789, 0, 0.045589, 0.051289, 0.117389
71, 5612, 1, 0, 0, 1, 1, 0, 82159.1, 0, 0, 0.751168, 0.551168, 0.6792, 13.4326, 0, 0, -13.717, 0, -13.7113, -13.7019, -13.605
71, 5613, 1, 0, 0, 1, 1, 0, 82173.1, 0, 0, 0.76176, 0.56176, 0.6521, 12.8662, 0, 0, -13.1816, 0, -13.1787, -13.1726, -13.085
72, 5614, 1, 0, 0, 1, 2, 0, 82173.1, 0, 0, 0.752544, 0.552544, 0.5482, 12.0679, 0, 0, 0.524889, 0, 0.528089, 0.535789, 0.640689
72, 5615, 1, 0, 0, 1, 2, 0, 82187, 0, 0, 0.763424, 0.563424, 0.6474, 12.8665, 0, 0, 0.212289, 0, 0.216189, 0.221789, 0.318589
72, 5616, 1, 0, 0, 1, 2, 0, 82200.9, 0, 0, 0.74144, 0.54144, 0.5816, 12.8465, 0, 0, 0.064889, 0, 0.068289, 0.078189, 0.166189
72, 5617, 1, 0, 0, 1, 2, 0, 82214.9, 0, 0, 0.73872, 0.53872, 0.5819, 12.91, 0, 0, -0.171011, 0, -0.168211, -0.162011, -0.083111
72, 5618, 1, 0, 0, 1, 2, 0, 82228.8, 0, 0, 0.738432, 0.538432, 0.4328, 13.0842, 0, 0, -0.401311, 0, -0.398911, -0.394311, -0.327911
72, 5619, 1, 0, 0, 1, 2, 0, 82242.7, 0, 0, 0.738272, 0.538272, 0.465, 13.1425, 0, 0, -0.558111, 0, -0.555811, -0.551311, -0.490411
72, 5620, 1, 0, 0, 1, 2, 0, 82256.6, 0, 0, 0.738016, 0.538016, 0.4256, 13.2286, 0, 0, -0.662611, 0, -0.660111, -0.655211, -0.594111
72, 5621, 1, 0, 0, 1, 2, 0, 82270.6, 0, 0, 0.744384, 0.544384, 0.5508, 12.9989, 0, 0, -0.683511, 0, -0.681011, -0.676411, -0.611111
72, 5622, 1, 0, 0, 1, 2, 0, 82284.5, 0, 0, 0.751872, 0.551872, 0.6554, 12.7321, 0, 0, -0.737811, 0, -0.734511, -0.726911, -0.643111
72, 5623, 1, 0, 0, 1, 2, 0, 82298.4, 0, 0, 0.756288, 0.556288, 0.5103, 12.9491, 0, 0, -1.02441, 0, -1.02151, -1.01561, -0.934411
72, 5624, 1, 0, 0, 1, 2, 0, 82312.3, 0, 0, 0.744064, 0.544064, 0.4921, 13.0543, 0, 0, -1.25451, 0, -1.25181, -1.24641, -1.17921
72, 5625, 1, 0, 0, 1, 2, 0, 82326.2, 0, 0, 0.738592, 0.538592, 0.5022, 13.019, 0, 0, -1.45211, 0, -1.44951, -1.44471, -1.35501
72, 5626, 1, 0, 0, 1, 2, 0, 82340.2, 0, 0, 0.738848, 0.538848, 0.4076, 13.2385, 0, 0, -1.63441, 0, -1.63201, -1.62751, -1.56981
72, 5627, 1, 0, 0, 1, 2, 0, 82354.1, 0, 0, 0.75392, 0.55392, 0.5044, 12.8903, 0, 0, -1.65551, 0, -1.65311, -1.64821, -1.56951
72, 5628, 1, 0, 0, 1, 2, 0, 82368, 0, 0, 0.757312, 0.557312, 0.491, 13.0005, 0, 0, -1.95331, 0, -1.95071, -1.94611, -1.87611
72, 5629, 1, 0, 0, 1, 2, 0, 82381.9, 0, 0, 0.744192, 0.544192, 0.5533, 13.0583, 0, 0, -2.06091, 0, -2.05781, -2.05211, -1.97971
72, 5630, 1, 0, 0, 1, 2, 0, 82395.9, 0, 0, 0.738016, 0.538016, 0.6391, 12.7785, 0, 0, -2.06941, 0, -2.06571, -2.05831, -1.97491
72, 5631, 1, 0, 0, 1, 2, 0, 82409.8, 0, 0, 0.739488, 0.539488, 0.4576, 13.1584, 0, 0, -2.33201, 0, -2.32931, -2.32471, -2.25731
72, 5632, 1, 0, 0, 1, 2, 0, 82423.7, 0, 0, 0.738592, 0.538592, 0.3653, 13.4049, 0, 0, -2.52891, 0, -2.52671, -2.52201, -2.46421
72, 5633, 1, 0, 0, 1, 2, 0, 82437.6, 0, 0, 0.739136, 0.539136, 0.5192, 13.0928, 0, 0, -2.51421, 0, -2.51171, -2.50691, -2.42381
72, 5634, 1, 0, 0, 1, 2, 0, 82451.6, 0, 0, 0.746176, 0.546176, 0.8458, 12.6157, 0, 0, -2.58581, 0, -2.58341, -2.57871, -2.29081
72, 5635, 1, 0, 0, 1, 2, 0, 82465.5, 0, 0, 0.744032, 0.544032, 0.5795, 14.2983, 0, 0, -2.56381, 0, -2.56151, -2.55641, -2.48841
72, 5636, 1, 0, 0, 1, 2, 0, 82479.4, 0, 0, 0.744672, 0.544672, 0.6935, 13.1637, 0, 0, -1.33151, 0, -1.32781, -1.32101, -1.18711
72, 5637, 1, 0, 0, 1, 2, 0, 82493.3, 0, 0, 0.744256, 0.544256, 0.5229, 13.0741, 0, 0, -1.13011, 0, -1.12761, -1.12281, -1.03161
72, 5638, 1, 0, 0, 1, 2, 0, 82507.3, 0, 0, 0.739968, 0.539968, 0.3672, 13.0357, 0, 0, -1.19221, 0, -1.18981, -1.18531, -1.11101
72, 5639, 1, 0, 0, 1, 2, 0, 82521.2, 0, 0, 0.739456, 0.539456, 0.4138, 13.2407, 0, 0, -1.48801, 0, -1.48561, -1.48081, -1.42021
72, 5640, 1, 0, 0, 1, 2, 0, 82535.1, 0, 0, 0.743648, 0.543648, 0.4756, 12.9775, 0, 0, -1.47951, 0, -1.47691, -1.47211, -1.37671
72, 5641, 1, 0, 0, 1, 2, 0, 82549, 0, 0, 0.747136, 0.547136, 0.6529, 12.8831, 0, 0, -1.66181, 0, -1.65881, -1.65221, -1.56801
73, 5642, 2, 1, 0, 1, 3, 1, 82549.1, 0, 0, 0.74448, 0.54448, 0.5136, 13.5065, 0, 0, 13.2039, 0, 13.2075, 13.2134, 13.3003
72, 5643, 1, 0, 0, 1, 3, 0, 82576.9, 0, 0, 0.756288, 0.556288, 0.5534, 13.1298, 0, 0, -0.350311, 0, -0.347111, -0.338911, -0.252411
72, 5644, 1, 0, 0, 1, 3, 0, 82590.8, 0, 0, 0.753856, 0.553856, 0.3539, 13.266, 0, 0, -0.386111, 0, -0.383811, -0.379311, -0.308211
72, 5645, 1, 0, 0, 1, 3, 0, 82604.7, 0, 0, 0.744576, 0.544576, 0.4076, 13.0754, 0, 0, -0.495411, 0, -0.493111, -0.488511, -0.423911
72, 5646, 1, 0, 0, 1, 3, 0, 82618.6, 0, 0, 0.738016, 0.538016, 0.4955, 12.8361, 0, 0, -0.692011, 0, -0.689011, -0.683811, -0.615811
72, 5647, 1, 0, 0, 1, 3, 0, 82632.6, 0, 0, 0.758176, 0.558176, 1.6125, 11.4246, 0, 0, -1.05331, 0, -1.04991, -1.04351, -0.670211
72, 5648, 1, 0, 0, 1, 2, 0, 82646.5, 0, 0, 0.74336, 0.54336, 0.5684, 14.752, 0, 0, -1.37331, 0, -1.36981, -1.36401, -1.28771
72, 5649, 2, 1, 0, 1, 2, 1, 82660.4, 0, 0, 0.761088, 0.561088, 0.5901, 13.3904, 0, 0, 0.206178, 0, 0.209278, 0.214678, 0.286178
71, 5650, 1, 0, 0, 1, 2, 0, 82688.2, 0, 0, 0.741824, 0.541824, 0.6107, 12.868, 0, 0, -13.3891, 0, -13.3861, -13.3801, -13.2771
72, 5651, 1, 0, 0, 1, 3, 0, 82688.3, 0, 0, 0.739232, 0.539232, 0.4957, 12.3956, 0, 0, 0.398789, 0, 0.403089, 0.411489, 0.485689
72, 5652, 1, 0, 0, 1, 3, 0, 82702.2, 0, 0, 0.742816, 0.542816, 0.4503, 12.6207, 0, 0, -0.519611, 0, -0.517211, -0.512311, -0.452611
72, 5653, 1, 0, 0, 1, 3, 0, 82716.1, 0, 0, 0.738656, 0.538656, 0.5257, 12.7749, 0, 0, -1.15981, 0, -1.15711, -1.15231, -1.08141
72, 5654, 1, 0, 0, 1, 2, 0, 82730, 0, 0, 0.762528, 0.562528, 0.4883, 12.8251, 0, 0, -1.56351, 0, -1.56101, -1.55601, -1.48901
72, 5655, 1, 0, 0, 1, 2, 0, 82744, 0, 0, 0.751072, 0.551072, 0.616, 12.711, 0, 0, -1.89851, 0, -1.89591, -1.89051, -1.80391
72, 5656, 1, 0, 0, 1, 2, 0, 82757.9, 0, 0, 0.75344, 0.55344, 0.7014, 12.4281, 0, 0, -2.16521, 0, -2.15731, -2.14531, -2.03621
72, 5657, 1, 0, 0, 1, 2, 0, 82771.8, 0, 0, 0.743008, 0.543008, 0.5669, 12.7055, 0, 0, -2.69411, 0, -2.69141, -2.68661, -2.62611
72, 5658, 1, 0, 0, 1, 2, 0, 82785.7, 0, 0, 0.73856, 0.53856, 0.5122, 12.9734, 0, 0, -3.08611, 0, -3.08301, -3.07691, -3.00211
72, 5659, 1, 0, 0, 1, 2, 0, 82799.6, 0, 0, 0.73808, 0.53808, 0.5887, 12.7044, 0, 0, -3.29901, 0, -3.29571, -3.28971, -3.21391
71, 5660, 1, 0, 0, 1, 2, 0, 82813.6, 0, 0, 0.738112, 0.538112, 0.4053, 13.0643, 0, 0, -3.74041, 0, -3.73811, -3.73331, -3.65291
72, 5661, 1, 0, 0, 1, 2, 0, 82827.5, 0, 0, 0.738528, 0.538528, 0.461, 13.1985, 0, 0, -3.95361, 0, -3.95071, -3.94591, -3.87701
72, 5662, 1, 0, 0, 1, 2, 0, 82841.4, 0, 0, 0.73824, 0.53824, 0.6282, 12.7213, 0, 0, -4.00671, 0, -4.00401, -3.99901, -3.91251
72, 5663, 1, 0, 0, 1, 2, 0, 82855.3, 0, 0, 0.742112, 0.542112, 0.5052, 13.1355, 0, 0, -4.22011, 0, -4.21661, -4.21071, -4.12511
73, 5664, 1, 0, 0, 1, 2, 0, 82869.3, 0, 0, 0.754208, 0.554208, 0.7722, 12.706, 0, 0, -4.21081, 0, -4.20771, -4.20271, -4.11021
72, 5665, 1, 0, 0, 1, 2, 0, 82883.2, 0, 0, 0.754208, 0.554208, 0.7892, 12.8029, 0, 0, -4.44811, 0, -4.44511, -4.43831, -4.37051
73, 5666, 1, 0, 0, 1, 2, 0, 82897.1, 0, 0, 0.741344, 0.541344, 0.5162, 13.0122, 0, 0, -4.48311, 0, -4.48001, -4.47491, -4.38151
73, 5667, 1, 0, 0, 1, 2, 0, 82911, 0, 0, 0.744096, 0.544096, 0.814, 12.7818, 0, 0, -4.32311, 0, -4.31921, -4.31381, -4.23871
73, 5668, 1, 0, 0, 1, 2, 0, 82925, 0, 0, 0.738432, 0.538432, 0.4262, 13.3345, 0, 0, -4.73211, 0, -4.72971, -4.72531, -4.64691
73, 5669, 1, 0, 0, 1, 2, 0, 82938.9, 0, 0, 0.74144, 0.54144, 0.3705, 13.3122, 0, 0, -4.70521, 0, -4.70281, -4.69801, -4.63461
73, 5670, 1, 0, 0, 1, 2, 0, 82952.8, 0, 0, 0.739168, 0.539168, 0.5476, 13.2384, 0, 0, -4.71801, 0, -4.71451, -4.70861, -4.63701
73, 5671, 1, 0, 0, 1, 2, 0, 82966.7, 0, 0, 0.736768, 0.536768, 0.5238, 13.1031, 0, 0, -4.62361, 0, -4.62101, -4.61571, -4.53271
73, 5672, 1, 0, 0, 1, 2, 0, 82980.7, 0, 0, 0.749536, 0.549536, 0.6061, 11.9763, 0, 0, -4.62771, 0, -4.62441, -4.61871, -4.52581
72, 5673, 1, 0, 0, 1, 2, 0, 82994.6, 0, 0, 0.755744, 0.555744, 0.5637, 12.8817, 0, 0, -5.64211, 0, -5.63851, -5.63251, -5.52891
72, 5674, 1, 0, 0, 1, 2, 0, 83008.5, 0, 0, 0.760288, 0.560288, 0.641, 12.9032, 0, 0, -5.82051, 0, -5.81701, -5.80971, -5.74231
72, 5675, 1, 0, 0, 1, 2, 0, 83022.4, 0, 0, 0.754144, 0.554144, 0.6042, 13.0819, 0, 0, -5.91551, 0, -5.91201, -5.90591, -5.82441
72, 5676, 1, 0, 0, 1, 2, 0, 83036.3, 0, 0, 0.743712, 0.543712, 0.5518, 13.2568, 0, 0, -5.92231, 0, -5.91941, -5.91381, -5.83691
72, 5677, 1, 0, 0, 1, 2, 0, 83050.3, 0, 0, 0.738656, 0.538656, 0.6196, 13.0883, 0, 0, -5.77711, 0, -5.77331, -5.76691, -5.67481
72, 5678, 1, 0, 0, 1, 2, 0, 83064.2, 0, 0, 0.738304, 0.538304, 0.4369, 13.2827, 0, 0, -5.79491, 0, -5.79241, -5.78791, -5.73081
72, 5679, 1, 0, 0, 1, 2, 0, 83078.1, 0, 0, 0.738304, 0.538304, 0.4722, 13.3945, 0, 0, -5.77021, 0, -5.76751, -5.76281, -5.68841
72, 5680, 1, 0, 0, 1, 2, 0, 83092, 0, 0, 0.743776, 0.543776, 0.6169, 13.0313, 0, 0, -5.53741, 0, -5.53421, -5.52851, -5.44121
70, 5681, 1, 0, 0, 1, 0, 0, 83133.7, 0, 0, 0.747008, 0.547008, 0.426, 42.0121, 0, 0, -33.3679, 0, -33.3647, -33.3599, -33.2797
71, 5682, 4, 3, 0, 1, 3, 3, 83106, 0, 0, 0.744768, 0.544768, 0.5979, 13.1281, 0, 0, 37.0565, 0, 37.0599, 37.0657, 37.1592
68, 5683, 1, 0, 0, 1, 1, 0, 83189.4, 0, 0, 0.753984, 0.553984, 0.6075, 7.9272, 0, 0, -32.332, 0, -32.3265, -32.3205, -32.2344
69, 5684, 4, 3, 0, 1, 3, 3, 83175.6, 0, 0, 0.761664, 0.561664, 0.3914, 26.9175, 0, 0, 21.4491, 0, 21.4515, 21.4561, 21.5115
67, 5685, 2, 1, 0, 1, 3, 1, 83231.2, 0, 0, 0.758176, 0.558176, 0.4553, 27.1446, 0, 0, -6.66832, 0, -6.66572, -6.66112, -6.55162
65, 5686, 1, 0, 0, 1, 2, 0, 83273, 0, 0, 0.751648, 0.551648, 0.4046, 27.8621, 0, 0, -20.5553, 0, -20.5525, -20.5478, -20.4865
65, 5687, 2, 1, 0, 1, 2, 1, 83286.9, 0, 0, 0.763136, 0.563136, 0.5641, 26.7372, 0, 0, -5.95112, 0, -5.94782, -5.94002, -5.85772
64, 5688, 2, 1, 0, 1, 2, 1, 83314.7, 0, 0, 0.765568, 0.565568, 0.6752, 28.2991, 0, 0, -6.24102, 0, -6.23852, -6.23372, -6.16472
63, 5689, 2, 1, 0, 1, 2, 1, 83342.6, 0, 0, 0.751648, 0.551648, 0.425, 26.1833, 0, 0, -4.89692, 0, -4.89432, -4.88902, -4.81402
63, 5690, 3, 2, 0, 1, 3, 2, 83356.5, 0, 0, 0.754016, 0.554016, 0.4439, 26.702, 0, 0, 8.02807, 0, 8.03047, 8.03487, 8.09597
61, 5691, 2, 1, 0, 1, 3, 1, 83398.3, 0, 0, 0.761696, 0.561696, 0.4665, 26.6397, 0, 0, -6.35772, 0, -6.35522, -6.35032, -6.27932
60, 5692, 2, 1, 0, 1, 3, 1, 83426.2, 0, 0, 0.749952, 0.549952, 0.3999, 27.6228, 0, 0, -6.82452, 0, -6.82212, -6.81742, -6.75322
59, 5693, 2, 1, 0, 1, 3, 1, 83454, 0, 0, 0.760224, 0.560224, 0.4798, 27.1397, 0, 0, -6.37022, 0, -6.36722, -6.36262, -6.30122
57, 5694, 1, 0, 0, 1, 2, 0, 83495.8, 0, 0, 0.75168, 0.55168, 0.5219, 24.1987, 0, 0, -20.3601, 0, -20.3576, -20.353, -20.29
57, 5695, 2, 1, 0, 1, 2, 1, 83509.7, 0, 0, 0.758176, 0.558176, 0.771, 24.0126, 0, 0, -9.32202, 0, -9.31862, -9.31272, -9.22622
54, 5696, 2, 1, 0, 1, 0, 1, 83565.3, 0, 0, 0.822304, 0.622304, 0.7991, 9.455, 81.0087, 5.19698, -39.9232, 8.35458, 8.37338, 8.39078, 18.6175
53, 5697, 6, 5, 0, 1, 0, 3, 83593.3, 5.45466, 0.37392, 6.6223, 0.593728, 0.6021, 5.8039, 15.4606, -7.07166, 1.13584, 3.15874, 3.18514, 3.20554, 3.91514
52, 5698, 8, 7, 0, 1, 3, 3, 83621.3, 4.57014, 0.167808, 5.53123, 0.59328, 0.9844, 50.7722, 2.6173, -24.2246, 52.8126, 54.6089, 54.6411, 54.6582, 55.4185
46, 5699, 4, 3, 0, 1, 3, 3, 83718.5, 4.42166, 0.164448, 5.38579, 0.59968, 0.7784, 37.3164, 2.4882, -41.9113, 10.2587, 14.5876, 14.6273, 14.6605, 16.0235
42, 5700, 3, 2, 0, 1, 3, 2, 83788.1, 5.35498, 0.1744, 6.3336, 0.604224, 0.4792, 16.5925, 4.8996, -54.4075, -15.4298, 12.1319, 15.6506, 15.6648, 16.4303
41, 5701, 4, 3, 0, 1, 3, 3, 83816.1, 4.32928, 1.25219, 6.38266, 0.601184, 0.4258, 38.097, 31.6257, -11.7806, 5.68766, 7.62086, 7.64056, 7.65596, 8.65686
37, 5702, 2, 1, 0, 1, 3, 1, 83885.6, 4.94816, 0.17856, 5.9281, 0.601376, 0.7164, 37.7254, 2.189, -61.5912, -22.1132, -20.0301, -20.0083, -19.9921, -19.2929
36, 5703, 2, 1, 0, 1, 3, 1, 83913.4, 4.52442, 0.16848, 5.48451, 0.591616, 0.6066, 22.057, 2.3856, -47.5974, -8.52292, -7.10592, -7.08882, -7.07682, -6.29072
35, 5704, 1, 0, 0, 1, 3, 0, 83941.3, 4.51488, 0.17408, 5.4817, 0.592736, 0.4278, 22.0355, 2.062, -34.333, -11.3716, -9.93321, -9.91421, -9.90221, -9.38931
35, 5705, 1, 0, 0, 1, 3, 0, 83955.3, 4.50893, 0.171808, 5.47133, 0.590592, 0.47, 11.8198, 1.6561, -23.64, -0.742211, 0.589489, 0.609789, 0.628489, 1.06429
35, 5706, 1, 0, 0, 1, 3, 0, 83969.2, 5.2929, 0.326432, 6.40896, 0.589632, 0.8967, 8.1806, 1.5456, -13.1071, -0.353811, 1.82769, 1.84869, 1.87159, 2.59069
35, 5707, 1, 0, 0, 1, 3, 0, 83983.2, 6.65114, 0.16992, 7.61453, 0.593472, 0.7399, 7.7325, 2.7173, -11.5858, -1.95181, 0.653389, 0.683189, 0.702189, 2.17359
