FPS, FrameIndex, NumFramePresents, NumMisPresented, NumDroppedFrames, ReprojectionMotion, PredictedFrames, ThrottledFrames, SystemTimeInMs, PreSubmitGpuMs, PostSubmitGpuMs, TotalRenderGpuMs, CompositorRenderGpuMs, CompositorRenderCpuMs, CompositorIdleCpuMs, ClientFrameIntervalMs, WaitGetPosesCalledMs, NewPosesReadyMs, NewFrameReadyMs, CompositorUpdateStartMs, CompositorUpdateEndMs, CompositorRenderStartMs
71, 4992, 1, 0, 0, 1, 1, 0, 73512.8, 0, 0, 0.726912, 0.526912, 0.3577, 13.4945, 0, 0, -13.4833, 0, -13.4809, -13.4788, -13.3601
70, 4993, 1, 0, 0, 1, 1, 0, 73526.7, 0, 0, 0.724288, 0.524288, 0.381, 13.327, 0, 0, -13.2817, 0, -13.2795, -13.2772, -13.2193
71, 4994, 1, 0, 0, 1, 1, 0, 73540.6, 0, 0, 0.723712, 0.523712, 0.4355, 13.2036, 0, 0, -13.3255, 0, -13.3232, -13.3212, -13.2353
70, 4995, 1, 0, 0, 1, 1, 0, 73554.5, 0, 0, 0.724224, 0.524224, 0.3714, 13.3199, 0, 0, -13.4189, 0, -13.4164, -13.4143, -13.349
71, 4996, 1, 0, 0, 1, 1, 0, 73568.5, 0, 0, 0.722656, 0.522656, 0.4113, 13.1626, 0, 0, -13.4511, 0, -13.4487, -13.4466, -13.3169
72, 4997, 1, 0, 0, 1, 2, 0, 73568.5, 0, 0, 0.722592, 0.522592, 0.4133, 13.0643, 0, 0, 0.354589, 0, 0.356889, 0.358989, 0.470489
71, 4998, 1, 0, 0, 1, 2, 0, 73582.4, 0, 0, 0.722368, 0.522368, 0.3467, 13.4306, 0, 0, 0.196489, 0, 0.198689, 0.201089, 0.260989
70, 4999, 1, 0, 0, 1, 1, 0, 73610.2, 0, 0, 0.726176, 0.526176, 0.3899, 13.6028, 0, 0, -13.6853, 0, -13.6828, -13.6807, -13.6181
71, 5000, 1, 0, 0, 1, 1, 0, 73624.2, 0, 0, 0.72576, 0.52576, 0.4218, 13.5179, 0, 0, -13.4132, 0, -13.4109, -13.4088, -13.3045
70, 5001, 1, 0, 0, 1, 1, 0, 73638.1, 0, 0, 0.725952, 0.525952, 0.3611, 13.2017, 0, 0, -13.1337, 0, -13.1313, -13.1292, -13.0012
71, 5002, 1, 0, 0, 1, 1, 0, 73652, 0, 0, 0.724192, 0.524192, 0.4187, 13.1711, 0, 0, -13.2384, 0, -13.2361, -13.2341, -13.1774
71, 5003, 1, 0, 0, 1, 1, 0, 73665.9, 0, 0, 0.727392, 0.527392, 0.4085, 13.1581, 0, 0, -13.3517, 0, -13.3494, -13.3474, -13.264
71, 5004, 1, 0, 0, 1, 1, 0, 73679.8, 0, 0, 0.72688, 0.52688, 0.3688, 13.4268, 0, 0, -13.4909, 0, -13.4886, -13.4866, -13.4245
71, 5005, 1, 0, 0, 1, 1, 0, 73693.8, 0, 0, 0.728096, 0.528096, 0.5174, 13.0475, 0, 0, -13.3649, 0, -13.3619, -13.3598, -13.2635
72, 5006, 1, 0, 0, 1, 2, 0, 73693.8, 0, 0, 0.728224, 0.528224, 0.4159, 13.1425, 0, 0, 0.327989, 0, 0.330489, 0.332589, 0.450389
72, 5007, 1, 0, 0, 1, 2, 0, 73707.7, 0, 0, 0.728928, 0.528928, 0.3762, 13.1988, 0, 0, 0.291889, 0, 0.294289, 0.296389, 0.421389
71, 5008, 1, 0, 0, 1, 1, 0, 73735.5, 0, 0, 0.730176, 0.530176, 0.4639, 13.4297, 0, 0, -13.6828, 0, -13.6806, -13.6785, -13.5573
71, 5009, 1, 0, 0, 1, 1, 0, 73749.5, 0, 0, 0.731808, 0.531808, 0.4392, 13.5069, 0, 0, -13.3357, 0, -13.3328, -13.3307, -13.2197
71, 5010, 1, 0, 0, 1, 1, 0, 73763.4, 0, 0, 0.729152, 0.529152, 0.4693, 13.0003, 0, 0, -13.1122, 0, -13.1098, -13.021, -12.9139
71, 5011, 1, 0, 0, 1, 1, 0, 73777.3, 0, 0, 0.73152, 0.53152, 0.3867, 13.1415, 0, 0, -13.1658, 0, -13.1634, -13.1585, -13.0425
71, 5012, 1, 0, 0, 1, 1, 0, 73791.2, 0, 0, 0.730976, 0.530976, 0.4073, 13.2614, 0, 0, -13.2771, 0, -13.2747, -13.2702, -13.2106
71, 5013, 1, 0, 0, 1, 1, 0, 73805.2, 0, 0, 0.730528, 0.530528, 0.4045, 13.3598, 0, 0, -13.3617, 0, -13.3593, -13.3549, -13.297
71, 5014, 1, 0, 0, 1, 1, 0, 73819.1, 0, 0, 0.729856, 0.529856, 0.3843, 13.2152, 0, 0, -13.3757, 0, -13.3733, -13.3689, -13.3084
71, 5015, 1, 0, 0, 1, 1, 0, 73833, 0, 0, 0.730592, 0.530592, 0.405, 13.2301, 0, 0, -13.4743, 0, -13.4719, -13.4675, -13.3497
71, 5016, 1, 0, 0, 1, 1, 0, 73846.9, 0, 0, 0.730336, 0.530336, 0.4071, 13.2948, 0, 0, -13.5372, 0, -13.535, -13.5307, -13.4392
71, 5017, 1, 0, 0, 1, 1, 0, 73860.8, 0, 0, 0.7304, 0.5304, 0.3607, 13.3301, 0, 0, -13.5659, 0, -13.5635, -13.559, -13.4722
72, 5018, 1, 0, 0, 1, 2, 0, 73860.9, 0, 0, 0.729952, 0.529952, 0.3911, 13.3713, 0, 0, 0.281289, 0, 0.283489, 0.287789, 0.345689
72, 5019, 1, 0, 0, 1, 2, 0, 73874.8, 0, 0, 0.731712, 0.531712, 0.4958, 13.2178, 0, 0, 0.373289, 0, 0.376889, 0.382989, 0.457489
71, 5020, 1, 0, 0, 1, 1, 0, 73902.6, 0, 0, 0.731424, 0.531424, 0.4684, 13.4137, 0, 0, -13.5478, 0, -13.5451, -13.54, -13.4137
71, 5021, 1, 0, 0, 1, 1, 0, 73916.5, 0, 0, 0.731968, 0.531968, 0.5237, 13.496, 0, 0, -13.2673, 0, -13.2644, -13.2586, -13.1843
71, 5022, 1, 0, 0, 1, 1, 0, 73930.5, 0, 0, 0.731456, 0.531456, 0.4101, 13.1474, 0, 0, -12.9948, 0, -12.9923, -12.9877, -12.8445
71, 5023, 1, 0, 0, 1, 1, 0, 73944.4, 0, 0, 0.732, 0.532, 0.3703, 13.2149, 0, 0, -13.0391, 0, -13.0367, -13.0323, -12.9704
71, 5024, 1, 0, 0, 1, 1, 0, 73958.3, 0, 0, 0.731776, 0.531776, 0.4362, 13.1482, 0, 0, -13.2001, 0, -13.1979, -13.1935, -13.0972
71, 5025, 1, 0, 0, 1, 1, 0, 73972.2, 0, 0, 0.744416, 0.544416, 0.3764, 13.3575, 0, 0, -13.3316, 0, -13.3293, -13.3249, -13.2478
71, 5026, 1, 0, 0, 1, 1, 0, 73986.2, 0, 0, 0.736128, 0.536128, 0.3795, 13.2629, 0, 0, -13.3207, 0, -13.3182, -13.3129, -13.2462
71, 5027, 1, 0, 0, 1, 1, 0, 74000.1, 0, 0, 0.732832, 0.532832, 0.3722, 13.4125, 0, 0, -13.38, 0, -13.3776, -13.3732, -13.3114
71, 5028, 1, 0, 0, 1, 1, 0, 74014, 0, 0, 0.73104, 0.53104, 0.4068, 13.205, 0, 0, -13.3328, 0, -13.3306, -13.3265, -13.2175
72, 5029, 1, 0, 0, 1, 1, 0, 74027.9, 0, 0, 0.73136, 0.53136, 0.3985, 13.3039, 0, 0, -13.4244, 0, -13.422, -13.4173, -13.3518
72, 5030, 1, 0, 0, 1, 1, 0, 74041.9, 0, 0, 0.736448, 0.536448, 0.4006, 13.2551, 0, 0, -13.427, 0, -13.4248, -13.4204, -13.3581
72, 5031, 1, 0, 0, 1, 1, 0, 74055.8, 0, 0, 0.739552, 0.539552, 0.5211, 13.0577, 0, 0, -13.4805, 0, -13.4782, -13.4738, -13.4139
71, 5032, 1, 0, 0, 1, 1, 0, 74069.7, 0, 0, 0.736096, 0.536096, 0.3503, 13.3469, 0, 0, -13.4693, 0, -13.467, -13.4627, -13.3692
71, 5033, 1, 0, 0, 1, 1, 0, 74083.6, 0, 0, 0.737312, 0.537312, 0.4391, 13.3532, 0, 0, -13.4277, 0, -13.4229, -13.416, -13.345
71, 5034, 1, 0, 0, 1, 1, 0, 74097.5, 0, 0, 0.733696, 0.533696, 0.4459, 13.1342, 0, 0, -13.39, 0, -13.3876, -13.383, -13.2666
72, 5035, 1, 0, 0, 1, 1, 0, 74111.5, 0, 0, 0.73424, 0.53424, 0.3455, 13.429, 0, 0, -13.475, 0, -13.4727, -13.4682, -13.4086
72, 5036, 1, 0, 0, 1, 1, 0, 74125.4, 0, 0, 0.732736, 0.532736, 0.4023, 13.3793, 0, 0, -13.4071, 0, -13.4047, -13.4002, -13.3365
72, 5037, 1, 0, 0, 1, 1, 0, 74139.3, 0, 0, 0.733536, 0.533536, 0.4622, 13.198, 0, 0, -13.3129, 0, -13.3101, -13.3058, -13.2228
72, 5038, 1, 0, 0, 1, 1, 0, 74153.2, 0, 0, 0.740064, 0.540064, 0.3639, 13.4443, 0, 0, -13.4488, 0, -13.4464, -13.4416, -13.3812
71, 5039, 1, 0, 0, 1, 1, 0, 74167.2, 0, 0, 0.739584, 0.539584, 0.4258, 13.2261, 0, 0, -13.3692, 0, -13.3668, -13.3619, -13.2027
71, 5040, 1, 0, 0, 1, 1, 0, 74181.1, 0, 0, 0.740352, 0.540352, 0.4138, 13.3125, 0, 0, -13.3377, 0, -13.3344, -13.3262, -13.2504
71, 5041, 1, 0, 0, 1, 1, 0, 74195, 0, 0, 0.739488, 0.539488, 0.3484, 13.3881, 0, 0, -13.3547, 0, -13.3524, -13.348, -13.258
72, 5042, 1, 0, 0, 1, 1, 0, 74208.9, 0, 0, 0.735616, 0.535616, 0.4106, 13.3392, 0, 0, -13.3535, 0, -13.3505, -13.346, -13.2802
72, 5043, 1, 0, 0, 1, 1, 0, 74222.9, 0, 0, 0.735712, 0.535712, 0.4115, 13.3212, 0, 0, -13.347, 0, -13.3447, -13.3404, -13.2507
72, 5044, 1, 0, 0, 1, 1, 0, 74236.8, 0, 0, 0.74064, 0.54064, 0.4018, 13.2799, 0, 0, -13.3102, 0, -13.3074, -13.3029, -13.2365
72, 5045, 1, 0, 0, 1, 1, 0, 74250.7, 0, 0, 0.742272, 0.542272, 0.3258, 13.4562, 0, 0, -13.3785, 0, -13.3763, -13.3718, -13.3129
72, 5046, 1, 0, 0, 1, 1, 0, 74264.6, 0, 0, 0.736128, 0.536128, 0.4198, 13.2454, 0, 0, -13.2946, 0, -13.2921, -13.2872, -13.2202
71, 5047, 1, 0, 0, 1, 1, 0, 74278.6, 0, 0, 0.742816, 0.542816, 0.4006, 13.3911, 0, 0, -13.3002, 0, -13.2974, -13.2924, -13.2069
71, 5048, 1, 0, 0, 1, 1, 0, 74292.5, 0, 0, 0.743008, 0.543008, 0.3959, 13.4208, 0, 0, -13.2378, 0, -13.2352, -13.2301, -13.1558
72, 5049, 1, 0, 0, 1, 1, 0, 74306.4, 0, 0, 0.738976, 0.538976, 0.4101, 13.1909, 0, 0, -13.169, 0, -13.1664, -13.1617, -13.0471
72, 5050, 1, 0, 0, 1, 1, 0, 74320.3, 0, 0, 0.738528, 0.538528, 0.4212, 13.4065, 0, 0, -13.2577, 0, -13.2554, -13.2509, -13.1391
72, 5051, 1, 0, 0, 1, 1, 0, 74334.2, 0, 0, 0.738176, 0.538176, 0.425, 13.1914, 0, 0, -13.1173, 0, -13.1149, -13.1104, -13.0217
72, 5052, 1, 0, 0, 1, 1, 0, 74348.2, 0, 0, 0.73872, 0.53872, 0.5987, 13.0333, 0, 0, -13.1242, 0, -13.1211, -13.1155, -13.027
71, 5053, 1, 0, 0, 1, 1, 0, 74362.1, 0, 0, 0.74672, 0.54672, 0.4094, 13.2864, 0, 0, -13.2034, 0, -13.2009, -13.1963, -13.135
71, 5054, 1, 0, 0, 1, 1, 0, 74376, 0, 0, 0.742976, 0.542976, 0.3643, 13.4435, 0, 0, -13.2079, 0, -13.2055, -13.2009, -13.1417
72, 5055, 1, 0, 0, 1, 1, 0, 74389.9, 0, 0, 0.736896, 0.536896, 0.5287, 13.1096, 0, 0, -13.0402, 0, -13.0367, -13.0289, -12.9349
72, 5056, 1, 0, 0, 1, 1, 0, 74403.9, 0, 0, 0.748576, 0.548576, 0.5394, 13.3876, 0, 0, -13.1033, 0, -13.1003, -13.0948, -12.9826
72, 5057, 1, 0, 0, 1, 1, 0, 74417.8, 0, 0, 0.742432, 0.542432, 1.0964, 12.6016, 0, 0, -12.7983, 0, -12.7908, -12.7792, -12.6573
72, 5058, 1, 0, 0, 1, 1, 0, 74431.7, 0, 0, 0.747648, 0.547648, 1.5035, 11.554, 0, 0, -12.3329, 0, -12.3185, -12.2876, -12.0871
72, 5059, 1, 0, 0, 1, 1, 0, 74445.6, 0, 0, 0.743136, 0.543136, 0.6496, 12.6994, 0, 0, -12.9211, 0, -12.9184, -12.9135, -12.8107
71, 5060, 1, 0, 0, 1, 1, 0, 74459.6, 0, 0, 0.74384, 0.54384, 0.4623, 13.3069, 0, 0, -13.173, 0, -13.1694, -13.1626, -13.0819
71, 5061, 1, 0, 0, 1, 1, 0, 74473.5, 0, 0, 0.74816, 0.54816, 0.7776, 12.691, 0, 0, -12.9895, 0, -12.986, -12.9771, -12.8778
72, 5062, 1, 0, 0, 1, 1, 0, 74487.4, 0, 0, 0.74272, 0.54272, 0.3985, 13.4322, 0, 0, -13.2432, 0, -13.241, -13.2364, -13.1743
72, 5063, 1, 0, 0, 1, 1, 0, 74501.3, 0, 0, 0.742496, 0.542496, 0.4632, 13.2421, 0, 0, -13.137, 0, -13.1344, -13.1293, -13.0517
72, 5064, 1, 0, 0, 1, 1, 0, 74515.3, 0, 0, 0.742912, 0.542912, 0.3641, 13.2991, 0, 0, -13.1533, 0, -13.1509, -13.1462, -13.0693
72, 5065, 1, 0, 0, 1, 1, 0, 74529.2, 0, 0, 0.743136, 0.543136, 0.3978, 13.3905, 0, 0, -13.2235, 0, -13.2212, -13.2165, -13.1579
72, 5066, 1, 0, 0, 1, 1, 0, 74543.1, 0, 0, 0.742848, 0.542848, 0.3458, 13.3957, 0, 0, -13.1984, 0, -13.196, -13.1915, -13.1336
72, 5067, 1, 0, 0, 1, 1, 0, 74557, 0, 0, 0.738272, 0.538272, 0.3639, 13.4252, 0, 0, -13.2015, 0, -13.1992, -13.1945, -13.1203
71, 5068, 1, 0, 0, 1, 1, 0, 74570.9, 0, 0, 0.741792, 0.541792, 0.3792, 13.4471, 0, 0, -13.1589, 0, -13.1567, -13.1518, -13.093
71, 5069, 1, 0, 0, 1, 1, 0, 74584.9, 0, 0, 0.737568, 0.537568, 0.3344, 13.4853, 0, 0, -13.085, 0, -13.0827, -13.0783, -13.0153
72, 5070, 1, 0, 0, 1, 1, 0, 74598.8, 0, 0, 0.7384, 0.5384, 0.4274, 13.1754, 0, 0, -12.9898, 0, -12.9874, -12.9826, -12.8688
72, 5071, 1, 0, 0, 1, 1, 0, 74612.7, 0, 0, 0.738784, 0.538784, 0.4541, 13.2541, 0, 0, -13.0139, 0, -13.0116, -13.0073, -12.9432
72, 5072, 1, 0, 0, 1, 1, 0, 74626.6, 0, 0, 0.737536, 0.537536, 0.4241, 13.2248, 0, 0, -12.9934, 0, -12.9909, -12.9866, -12.8614
72, 5073, 1, 0, 0, 1, 1, 0, 74640.6, 0, 0, 0.739232, 0.539232, 0.403, 13.2234, 0, 0, -12.9893, 0, -12.987, -12.9823, -12.8737
72, 5074, 1, 0, 0, 1, 1, 0, 74654.5, 0, 0, 0.737696, 0.537696, 0.4291, 13.3832, 0, 0, -12.999, 0, -12.9967, -12.9924, -12.884
72, 5075, 1, 0, 0, 1, 1, 0, 74668.4, 0, 0, 0.736704, 0.536704, 0.6981, 12.893, 0, 0, -12.7267, 0, -12.7241, -12.7193, -12.6018
72, 5076, 1, 0, 0, 1, 1, 0, 74682.3, 0, 0, 0.738528, 0.538528, 0.4131, 13.2352, 0, 0, -12.9058, 0, -12.9034, -12.8988, -12.7948
71, 5077, 1, 0, 0, 1, 1, 0, 74696.3, 0, 0, 0.736832, 0.536832, 0.4833, 13.2089, 0, 0, -12.9001, 0, -12.8975, -12.8926, -12.7483
71, 5078, 1, 0, 0, 1, 1, 0, 74710.2, 0, 0, 0.7376, 0.5376, 0.4174, 13.2588, 0, 0, -12.8358, 0, -12.8335, -12.829, -12.7109
72, 5079, 1, 0, 0, 1, 1, 0, 74724.1, 0, 0, 0.736928, 0.536928, 0.4187, 13.1841, 0, 0, -12.8563, 0, -12.8537, -12.8492, -12.7842
72, 5080, 1, 0, 0, 1, 1, 0, 74738, 0, 0, 0.742944, 0.542944, 0.3956, 13.3009, 0, 0, -12.8825, 0, -12.8802, -12.8757, -12.786
72, 5081, 1, 0, 0, 1, 1, 0, 74752, 0, 0, 0.736192, 0.536192, 0.3863, 13.394, 0, 0, -12.9065, 0, -12.9041, -12.8998, -12.8355
72, 5082, 1, 0, 0, 1, 1, 0, 74765.9, 0, 0, 0.734528, 0.534528, 0.3816, 13.3439, 0, 0, -12.8595, 0, -12.857, -12.8526, -12.7579
72, 5083, 1, 0, 0, 1, 1, 0, 74779.8, 0, 0, 0.73472, 0.53472, 0.4566, 13.1881, 0, 0, -12.8346, 0, -12.8322, -12.8277, -12.6839
72, 5084, 1, 0, 0, 1, 1, 0, 74793.7, 0, 0, 0.735936, 0.535936, 0.4242, 13.2225, 0, 0, -12.7972, 0, -12.7947, -12.7902, -12.6719
72, 5085, 1, 0, 0, 1, 1, 0, 74807.6, 0, 0, 0.735168, 0.535168, 0.3854, 13.3295, 0, 0, -12.7879, 0, -12.7854, -12.7808, -12.6775
72, 5086, 1, 0, 0, 1, 1, 0, 74821.6, 0, 0, 0.731744, 0.531744, 0.4138, 13.1892, 0, 0, -12.724, 0, -12.7217, -12.7173, -12.6075
72, 5087, 1, 0, 0, 1, 1, 0, 74835.5, 0, 0, 0.731552, 0.531552, 0.453, 13.1309, 0, 0, -12.7525, 0, -12.7502, -12.7455, -12.5948
72, 5088, 1, 0, 0, 1, 1, 0, 74849.4, 0, 0, 0.731328, 0.531328, 0.3902, 13.2481, 0, 0, -12.742, 0, -12.7395, -12.7349, -12.6693
71, 5089, 1, 0, 0, 1, 1, 0, 74863.3, 0, 0, 0.734528, 0.534528, 0.4068, 13.2917, 0, 0, -12.7464, 0, -12.7438, -12.7392, -12.6668
71, 5090, 1, 0, 0, 1, 1, 0, 74877.3, 0, 0, 0.728096, 0.528096, 0.4027, 13.3686, 0, 0, -12.7776, 0, -12.7752, -12.7705, -12.6875
72, 5091, 1, 0, 0, 1, 1, 0, 74891.2, 0, 0, 0.727264, 0.527264, 0.3998, 13.2425, 0, 0, -12.7058, 0, -12.7034, -12.6986, -12.6312
72, 5092, 1, 0, 0, 1, 1, 0, 74905.1, 0, 0, 0.726304, 0.526304, 0.4648, 13.3563, 0, 0, -12.7275, 0, -12.7239, -12.7132, -12.6359
72, 5093, 1, 0, 0, 1, 1, 0, 74919, 0, 0, 0.734688, 0.534688, 0.5166, 13.1395, 0, 0, -12.6391, 0, -12.6365, -12.6315, -12.5419
72, 5094, 1, 0, 0, 1, 1, 0, 74933, 0, 0, 0.73488, 0.53488, 0.5237, 13.2456, 0, 0, -12.5721, 0, -12.5696, -12.5649, -12.4886
72, 5095, 1, 0, 0, 1, 1, 0, 74946.9, 0, 0, 0.729728, 0.529728, 0.4214, 13.0568, 0, 0, -12.4718, 0, -12.4687, -12.4639, -12.3626
72, 5096, 1, 0, 0, 1, 1, 0, 74960.8, 0, 0, 0.730688, 0.530688, 0.4344, 13.3621, 0, 0, -12.6619, 0, -12.6597, -12.6552, -12.5924
72, 5097, 1, 0, 0, 1, 1, 0, 74974.7, 0, 0, 0.725248, 0.525248, 0.3965, 13.3963, 0, 0, -12.6185, 0, -12.6161, -12.6116, -12.5454
72, 5098, 1, 0, 0, 1, 1, 0, 74988.6, 0, 0, 0.72928, 0.52928, 0.5293, 13.1047, 0, 0, -12.5234, 0, -12.5178, -12.5088, -12.4191
72, 5099, 1, 0, 0, 1, 1, 0, 75002.6, 0, 0, 0.724096, 0.524096, 0.3953, 13.3749, 0, 0, -12.6211, 0, -12.6186, -12.614, -12.5257
72, 5100, 1, 0, 0, 1, 1, 0, 75016.5, 0, 0, 0.729504, 0.529504, 0.3459, 13.4331, 0, 0, -12.5635, 0, -12.5611, -12.5566, -12.4697
72, 5101, 1, 0, 0, 1, 1, 0, 75030.4, 0, 0, 0.731488, 0.531488, 0.3855, 13.2901, 0, 0, -12.5193, 0, -12.517, -12.5125, -12.4493
72, 5102, 1, 0, 0, 1, 1, 0, 75044.3, 0, 0, 0.722848, 0.522848, 0.398, 13.3561, 0, 0, -12.5558, 0, -12.5536, -12.549, -12.4878
72, 5103, 1, 0, 0, 1, 1, 0, 75058.3, 0, 0, 0.722912, 0.522912, 0.3496, 13.3112, 0, 0, -12.4735, 0, -12.4711, -12.4664, -12.3494
72, 5104, 1, 0, 0, 1, 1, 0, 75072.2, 0, 0, 0.723648, 0.523648, 0.4324, 13.1801, 0, 0, -12.4631, 0, -12.4608, -12.4565, -12.323
72, 5105, 1, 0, 0, 1, 1, 0, 75086.1, 0, 0, 0.723008, 0.523008, 0.4014, 13.237, 0, 0, -12.4778, 0, -12.4755, -12.4711, -12.3901
72, 5106, 1, 0, 0, 1, 1, 0, 75100, 0, 0, 0.722912, 0.522912, 0.334, 13.4726, 0, 0, -12.5698, 0, -12.5675, -12.5632, -12.48
72, 5107, 1, 0, 0, 1, 1, 0, 75114, 0, 0, 0.72176, 0.52176, 0.4194, 13.3326, 0, 0, -12.4919, 0, -12.4893, -12.4847, -12.3947
72, 5108, 1, 0, 0, 1, 1, 0, 75127.9, 0, 0, 0.722336, 0.522336, 0.4543, 13.2487, 0, 0, -12.4213, 0, -12.419, -12.4142, -12.3243
72, 5109, 1, 0, 0, 1, 1, 0, 75141.8, 0, 0, 0.722208, 0.522208, 0.3804, 13.1873, 0, 0, -12.4433, 0, -12.4408, -12.4364, -12.3219
72, 5110, 1, 0, 0, 1, 1, 0, 75155.7, 0, 0, 0.721056, 0.521056, 0.4421, 13.4202, 0, 0, -12.5199, 0, -12.5177, -12.5133, -12.4563
72, 5111, 1, 0, 0, 1, 1, 0, 75169.7, 0, 0, 0.721696, 0.521696, 0.4291, 13.2151, 0, 0, -12.4145, 0, -12.4119, -12.4073, -12.2764
72, 5112, 1, 0, 0, 1, 1, 0, 75183.6, 0, 0, 0.722144, 0.522144, 0.4524, 13.1403, 0, 0, -12.4341, 0, -12.4316, -12.4272, -12.3317
72, 5113, 1, 0, 0, 1, 1, 0, 75197.5, 0, 0, 0.720832, 0.520832, 0.3616, 13.3957, 0, 0, -12.4951, 0, -12.4927, -12.4885, -12.3915
72, 5114, 1, 0, 0, 1, 1, 0, 75211.4, 0, 0, 0.721536, 0.521536, 0.6333, 13.1039, 0, 0, -12.4304, 0, -12.4272, -12.4214, -12.3418
72, 5115, 1, 0, 0, 1, 1, 0, 75225.4, 0, 0, 0.721536, 0.521536, 0.4963, 13.1704, 0, 0, -12.3622, 0, -12.3596, -12.355, -12.2149
72, 5116, 1, 0, 0, 1, 1, 0, 75239.3, 0, 0, 0.722592, 0.522592, 0.4358, 13.0579, 0, 0, -12.3012, 0, -12.2988, -12.2938, -12.1727
72, 5117, 1, 0, 0, 1, 1, 0, 75253.2, 0, 0, 0.721632, 0.521632, 0.377, 13.2918, 0, 0, -12.3509, 0, -12.3487, -12.3442, -12.2806
72, 5118, 1, 0, 0, 1, 1, 0, 75267.1, 0, 0, 0.726944, 0.526944, 0.486, 13.1212, 0, 0, -12.3979, 0, -12.3952, -12.3907, -12.2529
72, 5119, 1, 0, 0, 1, 1, 0, 75281, 0, 0, 0.734112, 0.534112, 0.3651, 13.3657, 0, 0, -12.4501, 0, -12.4477, -12.4433, -12.3569
72, 5120, 1, 0, 0, 1, 1, 0, 75295, 0, 0, 0.723712, 0.523712, 0.4302, 13.1973, 0, 0, -12.4031, 0, -12.4008, -12.3964, -12.3292
72, 5121, 1, 0, 0, 1, 1, 0, 75308.9, 0, 0, 0.720128, 0.520128, 0.3697, 13.4012, 0, 0, -12.4412, 0, -12.4388, -12.4344, -12.373
72, 5122, 1, 0, 0, 1, 1, 0, 75322.8, 0, 0, 0.72096, 0.52096, 0.3823, 13.3125, 0, 0, -12.3687, 0, -12.3663, -12.3615, -12.2974
72, 5123, 1, 0, 0, 1, 1, 0, 75336.7, 0, 0, 0.718848, 0.518848, 0.4792, 13.2662, 0, 0, -12.4126, 0, -12.4102, -12.4055, -12.3334
72, 5124, 1, 0, 0, 1, 1, 0, 75350.7, 0, 0, 0.718816, 0.518816, 0.4833, 13.2038, 0, 0, -12.3452, 0, -12.3428, -12.3379, -12.1853
72, 5125, 1, 0, 0, 1, 1, 0, 75364.6, 0, 0, 0.718944, 0.518944, 0.4146, 13.1716, 0, 0, -12.2501, 0, -12.2477, -12.2428, -12.1455
72, 5126, 1, 0, 0, 1, 1, 0, 75378.5, 0, 0, 0.719008, 0.519008, 0.4032, 13.3812, 0, 0, -12.3693, 0, -12.3665, -12.362, -12.3007
72, 5127, 1, 0, 0, 1, 1, 0, 75392.4, 0, 0, 0.719104, 0.519104, 0.4175, 13.3476, 0, 0, -12.2855, 0, -12.2826, -12.2773, -12.2163
72, 5128, 1, 0, 0, 1, 1, 0, 75406.4, 0, 0, 0.720224, 0.520224, 0.4039, 13.332, 0, 0, -12.2685, 0, -12.2652, -12.2582, -12.1865
72, 5129, 1, 0, 0, 1, 1, 0, 75420.3, 0, 0, 0.71888, 0.51888, 0.3787, 13.4146, 0, 0, -12.3105, 0, -12.308, -12.3034, -12.2381
72, 5130, 1, 0, 0, 1, 1, 0, 75434.2, 0, 0, 0.718592, 0.518592, 0.3874, 13.3483, 0, 0, -12.2722, 0, -12.2697, -12.2649, -12.2018
72, 5131, 1, 0, 0, 1, 1, 0, 75448.1, 0, 0, 0.71824, 0.51824, 0.3761, 13.4248, 0, 0, -12.2416, 0, -12.2391, -12.2344, -12.1715
72, 5132, 1, 0, 0, 1, 1, 0, 75462, 0, 0, 0.719104, 0.519104, 0.3814, 13.3809, 0, 0, -12.2035, 0, -12.201, -12.1965, -12.1374
72, 5133, 1, 0, 0, 1, 1, 0, 75476, 0, 0, 0.71936, 0.51936, 0.4457, 13.3661, 0, 0, -12.1989, 0, -12.1966, -12.192, -12.1313
72, 5134, 1, 0, 0, 1, 1, 0, 75489.9, 0, 0, 0.71936, 0.51936, 0.3642, 13.2813, 0, 0, -12.068, 0, -12.0657, -12.0609, -11.9942
72, 5135, 1, 0, 0, 1, 1, 0, 75503.8, 0, 0, 0.718976, 0.518976, 0.3824, 13.3727, 0, 0, -12.1768, 0, -12.1744, -12.1698, -12.1055
72, 5136, 1, 0, 0, 1, 1, 0, 75517.7, 0, 0, 0.719296, 0.519296, 0.3769, 13.3482, 0, 0, -12.1573, 0, -12.155, -12.1503, -12.0831
72, 5137, 1, 0, 0, 1, 1, 0, 75531.6, 0, 0, 0.720256, 0.520256, 0.3775, 13.4618, 0, 0, -12.1588, 0, -12.1564, -12.1521, -12.0899
72, 5138, 1, 0, 0, 1, 1, 0, 75545.6, 0, 0, 0.720224, 0.520224, 0.4039, 13.3287, 0, 0, -12.0637, 0, -12.0608, -12.0559, -11.9846
72, 5139, 1, 0, 0, 1, 1, 0, 75559.5, 0, 0, 0.719168, 0.519168, 0.4808, 13.1427, 0, 0, -12.0256, 0, -12.0228, -12.0183, -11.9158
72, 5140, 1, 0, 0, 1, 1, 0, 75573.4, 0, 0, 0.7192, 0.5192, 0.4221, 13.291, 0, 0, -12.0758, 0, -12.0714, -12.0653, -11.9982
